enzyCUI,drugNAME,drugCUI
C0535996,Levoketoconazole,C4550366
C3714750,Levoketoconazole,C4550366
C0897385,Levoketoconazole,C4550366
C0534137,Levoketoconazole,C4550366
C1828468,Levoketoconazole,C4550366
C3254086,Levoketoconazole,C4550366
C2976704,Levoketoconazole,C4550366
C0038304,Levoketoconazole,C4550366
C0207509,Apremilast,C1678805
C1620185,Apremilast,C1678805
C1142644,Apremilast,C1678805
C3714798,Apremilast,C1678805
C3884187,Apremilast,C1678805
C0207509,GTS-21,C0258259
C1620185,GTS-21,C0258259
C0010763,GTS-21,C0258259
C3887686,GTS-21,C0258259
C0207509,Abiraterone,C0754011
C1620185,Abiraterone,C0754011
C0057223,Abiraterone,C0754011
C3887685,Abiraterone,C0754011
C0608437,Abiraterone,C0754011
C1142644,Abiraterone,C0754011
C3714798,Abiraterone,C0754011
C0960580,Abiraterone,C0754011
C0535996,Abiraterone,C0754011
C3714750,Abiraterone,C0754011
C0897385,Abiraterone,C0754011
C0207509,Dovitinib,C2699806
C1620185,Dovitinib,C2699806
C1142644,Dovitinib,C2699806
C3714798,Dovitinib,C2699806
C0960580,Dovitinib,C2699806
C0059735,Dovitinib,C2699806
C3252639,Dovitinib,C2699806
C0207509,Obeticholic acid,C1143018
C1620185,Obeticholic acid,C1143018
C0207509,Cariprazine,C2936870
C1620185,Cariprazine,C2936870
C0057223,Cariprazine,C2936870
C3887685,Cariprazine,C2936870
C0608437,Cariprazine,C2936870
C1142644,Cariprazine,C2936870
C3714798,Cariprazine,C2936870
C0010763,Cariprazine,C2936870
C3887686,Cariprazine,C2936870
C0960580,Cariprazine,C2936870
C0535996,Cariprazine,C2936870
C3714750,Cariprazine,C2936870
C0207509,Lumateperone,C4305843
C1620185,Lumateperone,C4305843
C1142644,Lumateperone,C4305843
C3714798,Lumateperone,C4305843
C0897385,Lumateperone,C4305843
C4319711,Lumateperone,C4305843
C4317070,Lumateperone,C4305843
C0207509,Tapinarof,C4541381
C1620185,Tapinarof,C4541381
C0057223,Tapinarof,C4541381
C3887685,Tapinarof,C4541381
C0608437,Tapinarof,C4541381
C1142644,Tapinarof,C4541381
C3714798,Tapinarof,C4541381
C0960580,Tapinarof,C4541381
C0207509,Tirbanibulin,C5239395
C1620185,Tirbanibulin,C5239395
C0057223,Tirbanibulin,C5239395
C3887685,Tirbanibulin,C5239395
C0608437,Tirbanibulin,C5239395
C1142644,Tirbanibulin,C5239395
C3714798,Tirbanibulin,C5239395
C0960580,Tirbanibulin,C5239395
C0897385,Tirbanibulin,C5239395
C0534137,Tirbanibulin,C5239395
C1828468,Tirbanibulin,C5239395
C0207509,Mianserin,C0025912
C0207509,Mianserin,C0364780
C1620185,Mianserin,C0025912
C1620185,Mianserin,C0364780
C0057223,Mianserin,C0025912
C0057223,Mianserin,C0364780
C3887685,Mianserin,C0025912
C3887685,Mianserin,C0364780
C1142644,Mianserin,C0025912
C1142644,Mianserin,C0364780
C3714798,Mianserin,C0025912
C3714798,Mianserin,C0364780
C0534137,Mianserin,C0025912
C0534137,Mianserin,C0364780
C1828468,Mianserin,C0025912
C1828468,Mianserin,C0364780
C0207509,Garenoxacin,C1507354
C0207509,Garenoxacin,C1507405
C1620185,Garenoxacin,C1507354
C1620185,Garenoxacin,C1507405
C0207509,Eltrombopag,C1831905
C1620185,Eltrombopag,C1831905
C0897385,Eltrombopag,C1831905
C0207509,Asenapine,C2000088
C1620185,Asenapine,C2000088
C0057223,Asenapine,C2000088
C3887685,Asenapine,C2000088
C1142644,Asenapine,C2000088
C3714798,Asenapine,C2000088
C0207509,Maribavir,C1508759
C1620185,Maribavir,C1508759
C1142644,Maribavir,C1508759
C3714798,Maribavir,C1508759
C0207509,Vadimezan,C2930490
C1620185,Vadimezan,C2930490
C0207509,Tolperisone,C0040382
C1620185,Tolperisone,C0040382
C0207509,Simeprevir,C2605855
C1620185,Simeprevir,C2605855
C1142644,Simeprevir,C2605855
C3714798,Simeprevir,C2605855
C0207509,Dapagliflozin,C2353951
C1620185,Dapagliflozin,C2353951
C0057223,Dapagliflozin,C2353951
C3887685,Dapagliflozin,C2353951
C0608437,Dapagliflozin,C2353951
C1142644,Dapagliflozin,C2353951
C3714798,Dapagliflozin,C2353951
C0059735,Dapagliflozin,C2353951
C3252639,Dapagliflozin,C2353951
C3884187,Dapagliflozin,C2353951
C0207509,Armodafinil,C1701455
C1620185,Armodafinil,C1701455
C0608437,Armodafinil,C1701455
C1142644,Armodafinil,C1701455
C3714798,Armodafinil,C1701455
C0960580,Armodafinil,C1701455
C0535996,Armodafinil,C1701455
C3714750,Armodafinil,C1701455
C0534137,Armodafinil,C1701455
C1828468,Armodafinil,C1701455
C0207509,Avasimibe,C0965226
C1620185,Avasimibe,C0965226
C0608437,Avasimibe,C0965226
C1142644,Avasimibe,C0965226
C3714798,Avasimibe,C0965226
C0960580,Avasimibe,C0965226
C0207509,Lonafarnib,C1257385
C1620185,Lonafarnib,C1257385
C0608437,Lonafarnib,C1257385
C1142644,Lonafarnib,C1257385
C3714798,Lonafarnib,C1257385
C0010763,Lonafarnib,C1257385
C3887686,Lonafarnib,C1257385
C0960580,Lonafarnib,C1257385
C0535996,Lonafarnib,C1257385
C3714750,Lonafarnib,C1257385
C0897385,Lonafarnib,C1257385
C3884187,Lonafarnib,C1257385
C0207509,Propentofylline,C0072171
C1620185,Propentofylline,C0072171
C0207509,Muraglitazar,C1568490
C1620185,Muraglitazar,C1568490
C0897385,Muraglitazar,C1568490
C0207509,Pazopanib,C1831796
C1620185,Pazopanib,C1831796
C0057223,Pazopanib,C1831796
C3887685,Pazopanib,C1831796
C1142644,Pazopanib,C1831796
C3714798,Pazopanib,C1831796
C0897385,Pazopanib,C1831796
C0207509,Agomelatine,C0971637
C1620185,Agomelatine,C0971637
C0608437,Agomelatine,C0971637
C0207509,Midostaurin,C0526371
C1620185,Midostaurin,C0526371
C0057223,Midostaurin,C0526371
C3887685,Midostaurin,C0526371
C0608437,Midostaurin,C0526371
C1142644,Midostaurin,C0526371
C3714798,Midostaurin,C0526371
C0010763,Midostaurin,C0526371
C3887686,Midostaurin,C0526371
C0960580,Midostaurin,C0526371
C0535996,Midostaurin,C0526371
C3714750,Midostaurin,C0526371
C0897385,Midostaurin,C0526371
C0534137,Midostaurin,C0526371
C1828468,Midostaurin,C0526371
C0533212,Midostaurin,C0526371
C0207509,Nemonoxacin,C2742587
C1620185,Nemonoxacin,C2742587
C0207509,Apixaban,C1831808
C1620185,Apixaban,C1831808
C0608437,Apixaban,C1831808
C1142644,Apixaban,C1831808
C3714798,Apixaban,C1831808
C0960580,Apixaban,C1831808
C0535996,Apixaban,C1831808
C3714750,Apixaban,C1831808
C0897385,Apixaban,C1831808
C0207509,Axitinib,C1700874
C1620185,Axitinib,C1700874
C1142644,Axitinib,C1700874
C3714798,Axitinib,C1700874
C0960580,Axitinib,C1700874
C0535996,Axitinib,C1700874
C3714750,Axitinib,C1700874
C0207509,Safinamide,C1098261
C1620185,Safinamide,C1098261
C0057223,Safinamide,C1098261
C3887685,Safinamide,C1098261
C1142644,Safinamide,C1098261
C3714798,Safinamide,C1098261
C0960580,Safinamide,C1098261
C0535996,Safinamide,C1098261
C3714750,Safinamide,C1098261
C0059735,Safinamide,C1098261
C3252639,Safinamide,C1098261
C0207509,beta-Naphthoflavone,C0053490
C1620185,beta-Naphthoflavone,C0053490
C0207509,Bendamustine,C0525079
C1620185,Bendamustine,C0525079
C0207509,Benzyl alcohol,C0005100
C1620185,Benzyl alcohol,C0005100
C0057223,Benzyl alcohol,C0005100
C3887685,Benzyl alcohol,C0005100
C0010763,Benzyl alcohol,C0005100
C3887686,Benzyl alcohol,C0005100
C0026237,Benzyl alcohol,C0005100
C0887941,Benzyl alcohol,C0005100
C0059735,Benzyl alcohol,C0005100
C3252639,Benzyl alcohol,C0005100
C0897385,Benzyl alcohol,C0005100
C0001985,Benzyl alcohol,C0005100
C0207509,Besifloxacin,C2351042
C0207509,Besifloxacin,C3654378
C1620185,Besifloxacin,C2351042
C1620185,Besifloxacin,C3654378
C0207509,Niclosamide,C0028017
C1620185,Niclosamide,C0028017
C0608437,Niclosamide,C0028017
C0207509,Sulconazole,C0075503
C1620185,Sulconazole,C0075503
C0057223,Sulconazole,C0075503
C3887685,Sulconazole,C0075503
C0608437,Sulconazole,C0075503
C0207509,Ulipristal,C0300205
C1620185,Ulipristal,C0300205
C1142644,Ulipristal,C0300205
C3714798,Ulipristal,C0300205
C0207509,Teriflunomide,C1718383
C1620185,Teriflunomide,C1718383
C0897385,Teriflunomide,C1718383
C0207509,Vemurafenib,C3192263
C1620185,Vemurafenib,C3192263
C0057223,Vemurafenib,C3192263
C3887685,Vemurafenib,C3192263
C0608437,Vemurafenib,C3192263
C1142644,Vemurafenib,C3192263
C3714798,Vemurafenib,C3192263
C0897385,Vemurafenib,C3192263
C0534137,Vemurafenib,C3192263
C1828468,Vemurafenib,C3192263
C0207509,Perampanel,C2698764
C0207509,Perampanel,C4696049
C1620185,Perampanel,C2698764
C1620185,Perampanel,C4696049
C1142644,Perampanel,C2698764
C1142644,Perampanel,C4696049
C3714798,Perampanel,C2698764
C3714798,Perampanel,C4696049
C0535996,Perampanel,C2698764
C0535996,Perampanel,C4696049
C3714750,Perampanel,C2698764
C3714750,Perampanel,C4696049
C0534137,Perampanel,C2698764
C0534137,Perampanel,C4696049
C1828468,Perampanel,C2698764
C1828468,Perampanel,C4696049
C0207509,Pomalidomide,C2347624
C1620185,Pomalidomide,C2347624
C1142644,Pomalidomide,C2347624
C3714798,Pomalidomide,C2347624
C0207509,Dabrafenib,C3467876
C1620185,Dabrafenib,C3467876
C0608437,Dabrafenib,C3467876
C1142644,Dabrafenib,C3467876
C3714798,Dabrafenib,C3467876
C0960580,Dabrafenib,C3467876
C0897385,Dabrafenib,C3467876
C0534137,Dabrafenib,C3467876
C1828468,Dabrafenib,C3467876
C0207509,Flumequine,C0060493
C1620185,Flumequine,C0060493
C0207509,Cannabidiol,C0006863
C1620185,Cannabidiol,C0006863
C0057223,Cannabidiol,C0006863
C3887685,Cannabidiol,C0006863
C0608437,Cannabidiol,C0006863
C1142644,Cannabidiol,C0006863
C3714798,Cannabidiol,C0006863
C0010763,Cannabidiol,C0006863
C3887686,Cannabidiol,C0006863
C0960580,Cannabidiol,C0006863
C0535996,Cannabidiol,C0006863
C3714750,Cannabidiol,C0006863
C1450093,Cannabidiol,C0006863
C0059735,Cannabidiol,C0006863
C3252639,Cannabidiol,C0006863
C0897385,Cannabidiol,C0006863
C3884187,Cannabidiol,C0006863
C0534137,Cannabidiol,C0006863
C1828468,Cannabidiol,C0006863
C0533212,Cannabidiol,C0006863
C0003693,Cannabidiol,C0006863
C0003692,Cannabidiol,C0006863
C0027280,Cannabidiol,C0006863
C0207509,Tasimelteon,C1313052
C1620185,Tasimelteon,C1313052
C1142644,Tasimelteon,C1313052
C3714798,Tasimelteon,C1313052
C0207509,Lenvatinib,C2986924
C1620185,Lenvatinib,C2986924
C0057223,Lenvatinib,C2986924
C3887685,Lenvatinib,C2986924
C0608437,Lenvatinib,C2986924
C1142644,Lenvatinib,C2986924
C3714798,Lenvatinib,C2986924
C0960580,Lenvatinib,C2986924
C0051124,Lenvatinib,C2986924
C0897385,Lenvatinib,C2986924
C0534137,Lenvatinib,C2986924
C1828468,Lenvatinib,C2986924
C0207509,Stiripentol,C0075262
C0207509,Stiripentol,C2923725
C1620185,Stiripentol,C0075262
C1620185,Stiripentol,C2923725
C0057223,Stiripentol,C0075262
C0057223,Stiripentol,C2923725
C3887685,Stiripentol,C0075262
C3887685,Stiripentol,C2923725
C0608437,Stiripentol,C0075262
C0608437,Stiripentol,C2923725
C1142644,Stiripentol,C0075262
C1142644,Stiripentol,C2923725
C3714798,Stiripentol,C0075262
C3714798,Stiripentol,C2923725
C0960580,Stiripentol,C0075262
C0960580,Stiripentol,C2923725
C0897385,Stiripentol,C0075262
C0897385,Stiripentol,C2923725
C0534137,Stiripentol,C0075262
C0534137,Stiripentol,C2923725
C1828468,Stiripentol,C0075262
C1828468,Stiripentol,C2923725
C0207509,Zucapsaicin,C0763832
C1620185,Zucapsaicin,C0763832
C0608437,Zucapsaicin,C0763832
C0010763,Zucapsaicin,C0763832
C3887686,Zucapsaicin,C0763832
C0960580,Zucapsaicin,C0763832
C0207509,Peginterferon beta-1a,C3848580
C1620185,Peginterferon beta-1a,C3848580
C0207509,Dosulepin,C0013065
C1620185,Dosulepin,C0013065
C0057223,Dosulepin,C0013065
C3887685,Dosulepin,C0013065
C0608437,Dosulepin,C0013065
C0960580,Dosulepin,C0013065
C0207509,Viloxazine,C0042665
C1620185,Viloxazine,C0042665
C0057223,Viloxazine,C0042665
C3887685,Viloxazine,C0042665
C1142644,Viloxazine,C0042665
C3714798,Viloxazine,C0042665
C0535996,Viloxazine,C0042665
C3714750,Viloxazine,C0042665
C0534137,Viloxazine,C0042665
C1828468,Viloxazine,C0042665
C0207509,Lobeglitazone,C2744790
C1620185,Lobeglitazone,C2744790
C0608437,Lobeglitazone,C2744790
C1142644,Lobeglitazone,C2744790
C3714798,Lobeglitazone,C2744790
C0960580,Lobeglitazone,C2744790
C0897385,Lobeglitazone,C2744790
C0207509,Zotepine,C0078849
C1620185,Zotepine,C0078849
C1142644,Zotepine,C0078849
C3714798,Zotepine,C0078849
C0207509,Methylene blue,C0025746
C1620185,Methylene blue,C0025746
C0057223,Methylene blue,C0025746
C3887685,Methylene blue,C0025746
C0608437,Methylene blue,C0025746
C1142644,Methylene blue,C0025746
C3714798,Methylene blue,C0025746
C0960580,Methylene blue,C0025746
C0535996,Methylene blue,C0025746
C3714750,Methylene blue,C0025746
C0897385,Methylene blue,C0025746
C0534137,Methylene blue,C0025746
C1828468,Methylene blue,C0025746
C0207509,Tegafur,C0016778
C1620185,Tegafur,C0016778
C0010763,Tegafur,C0016778
C3887686,Tegafur,C0016778
C0535996,Tegafur,C0016778
C3714750,Tegafur,C0016778
C0897385,Tegafur,C0016778
C3884187,Tegafur,C0016778
C0207509,Doxofylline,C0058721
C1620185,Doxofylline,C0058721
C0207509,Propacetamol,C0084186
C1620185,Propacetamol,C0084186
C0057223,Propacetamol,C0084186
C3887685,Propacetamol,C0084186
C0608437,Propacetamol,C0084186
C1142644,Propacetamol,C0084186
C3714798,Propacetamol,C0084186
C0010763,Propacetamol,C0084186
C3887686,Propacetamol,C0084186
C0008429,Propacetamol,C0084186
C0202207,Propacetamol,C0084186
C0364230,Propacetamol,C0084186
C0728810,Propacetamol,C0084186
C4082696,Propacetamol,C0084186
C1452189,Propacetamol,C0084186
C0207509,Ramosetron,C0526950
C1620185,Ramosetron,C0526950
C0207509,Osimertinib,C4058811
C1620185,Osimertinib,C4058811
C1142644,Osimertinib,C4058811
C3714798,Osimertinib,C4058811
C0207509,Insulin beef,C0304866
C1620185,Insulin beef,C0304866
C0021669,Insulin beef,C0304866
C0207509,Insulin degludec,C3491971
C1620185,Insulin degludec,C3491971
C0021669,Insulin degludec,C3491971
C0207509,Ixazomib,C3273711
C1620185,Ixazomib,C3273711
C0057223,Ixazomib,C3273711
C3887685,Ixazomib,C3273711
C0608437,Ixazomib,C3273711
C1142644,Ixazomib,C3273711
C3714798,Ixazomib,C3273711
C0960580,Ixazomib,C3273711
C0897385,Ixazomib,C3273711
C0534137,Ixazomib,C3273711
C1828468,Ixazomib,C3273711
C0207509,Peppermint oil,C0070325
C1620185,Peppermint oil,C0070325
C1142644,Peppermint oil,C0070325
C3714798,Peppermint oil,C0070325
C0207509,Enrofloxacin,C0059374
C0207509,Enrofloxacin,C0881084
C1620185,Enrofloxacin,C0059374
C1620185,Enrofloxacin,C0881084
C0207509,Orbifloxacin,C0300903
C0207509,Orbifloxacin,C1507970
C1620185,Orbifloxacin,C0300903
C1620185,Orbifloxacin,C1507970
C0207509,Pimobendan,C0071071
C1620185,Pimobendan,C0071071
C0207509,Sarafloxacin,C0050308
C0207509,Sarafloxacin,C3654396
C1620185,Sarafloxacin,C0050308
C1620185,Sarafloxacin,C3654396
C0207509,Difloxacin,C0057993
C0207509,Difloxacin,C1507943
C1620185,Difloxacin,C0057993
C1620185,Difloxacin,C1507943
C0059735,Difloxacin,C0057993
C0059735,Difloxacin,C1507943
C3252639,Difloxacin,C0057993
C3252639,Difloxacin,C1507943
C0207509,Insulin peglispro,C4550895
C1620185,Insulin peglispro,C4550895
C0207509,Insulin tregopil,C4550894
C1620185,Insulin tregopil,C4550894
C0207509,Opicapone,C2933912
C1620185,Opicapone,C2933912
C0608437,Opicapone,C2933912
C0960580,Opicapone,C2933912
C0897385,Opicapone,C2933912
C0534137,Opicapone,C2933912
C1828468,Opicapone,C2933912
C0207509,Pitolisant,C3529928
C1620185,Pitolisant,C3529928
C0057223,Pitolisant,C3529928
C3887685,Pitolisant,C3529928
C1142644,Pitolisant,C3529928
C3714798,Pitolisant,C3529928
C0534137,Pitolisant,C3529928
C1828468,Pitolisant,C3529928
C0207509,Curcumin,C0010467
C1620185,Curcumin,C0010467
C0057223,Curcumin,C0010467
C3887685,Curcumin,C0010467
C0608437,Curcumin,C0010467
C1142644,Curcumin,C0010467
C3714798,Curcumin,C0010467
C0534137,Curcumin,C0010467
C1828468,Curcumin,C0010467
C0207509,Selumetinib,C2980074
C1620185,Selumetinib,C2980074
C0608437,Selumetinib,C2980074
C1142644,Selumetinib,C2980074
C3714798,Selumetinib,C2980074
C0010763,Selumetinib,C2980074
C3887686,Selumetinib,C2980074
C0960580,Selumetinib,C2980074
C0535996,Selumetinib,C2980074
C3714750,Selumetinib,C2980074
C0897385,Selumetinib,C2980074
C0207509,Pacritinib,C3467842
C1620185,Pacritinib,C3467842
C1142644,Pacritinib,C3467842
C3714798,Pacritinib,C3467842
C0960580,Pacritinib,C3467842
C0207509,Tezacaftor,C4519194
C1620185,Tezacaftor,C4519194
C0057223,Tezacaftor,C4519194
C3887685,Tezacaftor,C4519194
C0608437,Tezacaftor,C4519194
C1142644,Tezacaftor,C4519194
C3714798,Tezacaftor,C4519194
C0960580,Tezacaftor,C4519194
C0535996,Tezacaftor,C4519194
C3714750,Tezacaftor,C4519194
C0897385,Tezacaftor,C4519194
C0534137,Tezacaftor,C4519194
C1828468,Tezacaftor,C4519194
C0207509,Encorafenib,C4079208
C1620185,Encorafenib,C4079208
C0057223,Encorafenib,C4079208
C3887685,Encorafenib,C4079208
C0608437,Encorafenib,C4079208
C1142644,Encorafenib,C4079208
C3714798,Encorafenib,C4079208
C0960580,Encorafenib,C4079208
C0535996,Encorafenib,C4079208
C3714750,Encorafenib,C4079208
C0897385,Encorafenib,C4079208
C0534137,Encorafenib,C4079208
C1828468,Encorafenib,C4079208
C0533212,Encorafenib,C4079208
C0207509,Icotinib,C2604307
C1620185,Icotinib,C2604307
C1142644,Icotinib,C2604307
C3714798,Icotinib,C2604307
C0535996,Icotinib,C2604307
C3714750,Icotinib,C2604307
C0207509,Rifamycin,C0035609
C0207509,Rifamycin,C0073371
C1620185,Rifamycin,C0035609
C1620185,Rifamycin,C0073371
C0057223,Rifamycin,C0035609
C0057223,Rifamycin,C0073371
C3887685,Rifamycin,C0035609
C3887685,Rifamycin,C0073371
C0608437,Rifamycin,C0035609
C0608437,Rifamycin,C0073371
C1142644,Rifamycin,C0035609
C1142644,Rifamycin,C0073371
C3714798,Rifamycin,C0035609
C3714798,Rifamycin,C0073371
C0960580,Rifamycin,C0035609
C0960580,Rifamycin,C0073371
C0897385,Rifamycin,C0035609
C0897385,Rifamycin,C0073371
C0534137,Rifamycin,C0035609
C0534137,Rifamycin,C0073371
C1828468,Rifamycin,C0035609
C1828468,Rifamycin,C0073371
C0207509,Istradefylline,C0673470
C1620185,Istradefylline,C0673470
C0057223,Istradefylline,C0673470
C3887685,Istradefylline,C0673470
C0608437,Istradefylline,C0673470
C1142644,Istradefylline,C0673470
C3714798,Istradefylline,C0673470
C0535996,Istradefylline,C0673470
C3714750,Istradefylline,C0673470
C0059735,Istradefylline,C0673470
C3252639,Istradefylline,C0673470
C0897385,Istradefylline,C0673470
C0534137,Istradefylline,C0673470
C1828468,Istradefylline,C0673470
C0218171,Istradefylline,C0673470
C0207509,Momelotinib,C2744845
C1620185,Momelotinib,C2744845
C0608437,Momelotinib,C2744845
C1142644,Momelotinib,C2744845
C3714798,Momelotinib,C2744845
C0960580,Momelotinib,C2744845
C0897385,Momelotinib,C2744845
C0534137,Momelotinib,C2744845
C1828468,Momelotinib,C2744845
C0207509,Pazufloxacin,C0175022
C1620185,Pazufloxacin,C0175022
C0207509,Capmatinib,C4053698
C1620185,Capmatinib,C4053698
C1142644,Capmatinib,C4053698
C3714798,Capmatinib,C4053698
C0051124,Capmatinib,C4053698
C0207509,Niraparib,C2744440
C1620185,Niraparib,C2744440
C0054741,Niraparib,C2744440
C0207509,Osilodrostat,C4330903
C1620185,Osilodrostat,C4330903
C0057223,Osilodrostat,C4330903
C3887685,Osilodrostat,C4330903
C1142644,Osilodrostat,C4330903
C3714798,Osilodrostat,C4330903
C0010763,Osilodrostat,C4330903
C3887686,Osilodrostat,C4330903
C0960580,Osilodrostat,C4330903
C0535996,Osilodrostat,C4330903
C3714750,Osilodrostat,C4330903
C0534137,Osilodrostat,C4330903
C1828468,Osilodrostat,C4330903
C0963309,Osilodrostat,C4330903
C0207509,Prulifloxacin,C0527129
C1620185,Prulifloxacin,C0527129
C0207509,Abametapir,C4519258
C1620185,Abametapir,C4519258
C1142644,Abametapir,C4519258
C3714798,Abametapir,C4519258
C0534137,Abametapir,C4519258
C1828468,Abametapir,C4519258
C0207509,Binimetinib,C3899947
C1620185,Binimetinib,C3899947
C0960580,Binimetinib,C3899947
C0207509,Abemaciclib,C3852841
C1620185,Abemaciclib,C3852841
C0057223,Abemaciclib,C3852841
C3887685,Abemaciclib,C3852841
C0608437,Abemaciclib,C3852841
C1142644,Abemaciclib,C3852841
C3714798,Abemaciclib,C3852841
C0897385,Abemaciclib,C3852841
C0534137,Abemaciclib,C3852841
C1828468,Abemaciclib,C3852841
C0207509,Voxilaprevir,C4507236
C1620185,Voxilaprevir,C4507236
C1142644,Voxilaprevir,C4507236
C3714798,Voxilaprevir,C4507236
C0897385,Voxilaprevir,C4507236
C0207509,Brincidofovir,C3886763
C1620185,Brincidofovir,C3886763
C0057223,Brincidofovir,C3886763
C3887685,Brincidofovir,C3886763
C0608437,Brincidofovir,C3886763
C0960580,Brincidofovir,C3886763
